"item","verb","frame","voice","polarity","conditional2","Mean","low.ci","high.ci","SD","C"
"explain-that_S-active-positive-matrix","explain","that_S","active","positive","matrix",0.85,0.25,0.15,0.337474278855276,10
"expose-that_S-active-negative-conditional","expose","that_S","active","negative","conditional",0.65,0.1,0.15,0.241522945769824,10
"expose-that_S-active-negative-matrix","expose","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"expose-that_S-active-positive-conditional","expose","that_S","active","positive","conditional",1,0,0,0,10
"expose-that_S-active-positive-matrix","expose","that_S","active","positive","matrix",1,0,0,0,9
"express-that_S-active-negative-conditional","express","that_S","active","negative","conditional",0.5,0,0,0,10
"express-that_S-active-negative-matrix","express","that_S","active","negative","matrix",0.45,0.15,0.15,0.283823106098773,10
"express-that_S-active-positive-conditional","express","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"express-that_S-active-positive-matrix","express","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"fabricate-that_S-active-negative-conditional","fabricate","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"fabricate-that_S-active-negative-matrix","fabricate","that_S","active","negative","matrix",0.6,0.25,0.25,0.459468291736341,10
"fabricate-that_S-active-positive-conditional","fabricate","that_S","active","positive","conditional",0,0,0,0,10
"fabricate-that_S-active-positive-matrix","fabricate","that_S","active","positive","matrix",0.25,0.25,0.25,0.424918292799399,10
"fake-that_S-active-negative-conditional","fake","that_S","active","negative","conditional",0.85,0.15,0.1,0.241522945769824,10
"fake-that_S-active-negative-matrix","fake","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"fake-that_S-active-positive-conditional","fake","that_S","active","positive","conditional",0.05,0.05,0.1,0.158113883008419,10
"fake-that_S-active-positive-matrix","fake","that_S","active","positive","matrix",0,0,0,0,9
"fantasize-that_S-active-negative-conditional","fantasize","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"fantasize-that_S-active-negative-matrix","fantasize","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"fantasize-that_S-active-positive-conditional","fantasize","that_S","active","positive","conditional",0.25,0.15,0.15,0.263523138347365,10
"fantasize-that_S-active-positive-matrix","fantasize","that_S","active","positive","matrix",0.5,0.2,0.2,0.333333333333333,10
"fascinate-that_S-passive-negative-conditional","fascinate","that_S","passive","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
"fascinate-that_S-passive-negative-matrix","fascinate","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"fascinate-that_S-passive-positive-conditional","fascinate","that_S","passive","positive","conditional",1,0,0,0,10
"fascinate-that_S-passive-positive-matrix","fascinate","that_S","passive","positive","matrix",0.85,0.20125,0.15,0.337474278855276,10
"fax-that_S-active-negative-conditional","fax","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"fax-that_S-active-negative-matrix","fax","that_S","active","negative","matrix",0.45,0.15,0.15,0.283823106098773,10
"fax-that_S-active-positive-conditional","fax","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"fax-that_S-active-positive-matrix","fax","that_S","active","positive","matrix",0.7,0.25,0.25,0.421637021355784,10
"fax-that_S-passive-negative-conditional","fax","that_S","passive","negative","conditional",0.6,0.2,0.15,0.316227766016838,10
"fax-that_S-passive-negative-matrix","fax","that_S","passive","negative","matrix",0.6,0.2,0.2,0.316227766016838,10
"fax-that_S-passive-positive-conditional","fax","that_S","passive","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"fax-that_S-passive-positive-matrix","fax","that_S","passive","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"fear-that_S-active-negative-conditional","fear","that_S","active","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"fear-that_S-active-negative-matrix","fear","that_S","active","negative","matrix",0.65,0.10125,0.15,0.241522945769824,10
"fear-that_S-active-positive-conditional","fear","that_S","active","positive","conditional",0.6,0.1,0.15,0.210818510677892,10
"fear-that_S-active-positive-matrix","fear","that_S","active","positive","matrix",0.5,0,0,0,10
"feel-that_S-active-negative-conditional","feel","that_S","active","negative","conditional",0.5,0,0,0,10
"feel-that_S-active-negative-matrix","feel","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"feel-that_S-active-positive-conditional","feel","that_S","active","positive","conditional",0.5,0,0,0,10
"feel-that_S-active-positive-matrix","feel","that_S","active","positive","matrix",0.55,0.05,0.1,0.158113883008419,10
"feign-that_S-active-negative-conditional","feign","that_S","active","negative","conditional",0.55,0.15,0.151249999999999,0.283823106098773,10
"feign-that_S-active-negative-matrix","feign","that_S","active","negative","matrix",0.6,0.2,0.2,0.316227766016838,10
"feign-that_S-active-positive-conditional","feign","that_S","active","positive","conditional",0.15,0.15,0.25,0.337474278855276,10
"feign-that_S-active-positive-matrix","feign","that_S","active","positive","matrix",0.3,0.2,0.2,0.34960294939005,10
"fess_up-that_S-active-negative-conditional","fess_up","that_S","active","negative","conditional",0.65,0.15,0.15,0.241522945769824,10
"fess_up-that_S-active-negative-matrix","fess_up","that_S","active","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"fess_up-that_S-active-positive-conditional","fess_up","that_S","active","positive","conditional",1,0,0,0,10
"fess_up-that_S-active-positive-matrix","fess_up","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"figure-that_S-active-negative-conditional","figure","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"figure-that_S-active-negative-matrix","figure","that_S","active","negative","matrix",0.65,0.1,0.15,0.241522945769824,10
"figure-that_S-active-positive-conditional","figure","that_S","active","positive","conditional",0.6,0.1,0.15,0.210818510677892,10
"figure-that_S-active-positive-matrix","figure","that_S","active","positive","matrix",0.611111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"figure_out-that_S-active-negative-conditional","figure_out","that_S","active","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"figure_out-that_S-active-negative-matrix","figure_out","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"figure_out-that_S-active-positive-conditional","figure_out","that_S","active","positive","conditional",1,0,0,0,10
"figure_out-that_S-active-positive-matrix","figure_out","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"find-that_S-active-negative-conditional","find","that_S","active","negative","conditional",0.2,0.15,0.15,0.258198889747161,10
"find-that_S-active-negative-matrix","find","that_S","active","negative","matrix",0.5,0.2,0.2,0.333333333333333,10
"find-that_S-active-positive-conditional","find","that_S","active","positive","conditional",1,0,0,0,10
"find-that_S-active-positive-matrix","find","that_S","active","positive","matrix",1,0,0,0,10
"find_out-that_S-active-negative-conditional","find_out","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"find_out-that_S-active-negative-matrix","find_out","that_S","active","negative","matrix",0.833333333333333,0.222222222222222,0.166666666666667,0.353553390593274,9
"find_out-that_S-active-positive-conditional","find_out","that_S","active","positive","conditional",0.9,0.2,0.1,0.316227766016838,10
"find_out-that_S-active-positive-matrix","find_out","that_S","active","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"flatter-that_S-passive-negative-conditional","flatter","that_S","passive","negative","conditional",0.85,0.15,0.15,0.241522945769824,10
"flatter-that_S-passive-negative-matrix","flatter","that_S","passive","negative","matrix",0.85,0.20125,0.15,0.337474278855276,10
"flatter-that_S-passive-positive-conditional","flatter","that_S","passive","positive","conditional",1,0,0,0,10
"flatter-that_S-passive-positive-matrix","flatter","that_S","passive","positive","matrix",1,0,0,0,9
"flaunt-that_S-active-negative-conditional","flaunt","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"flaunt-that_S-active-negative-matrix","flaunt","that_S","active","negative","matrix",0.85,0.15,0.15,0.241522945769824,10
"flaunt-that_S-active-positive-conditional","flaunt","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"flaunt-that_S-active-positive-matrix","flaunt","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"flip_out-that_S-active-negative-conditional","flip_out","that_S","active","negative","conditional",1,0,0,0,10
"flip_out-that_S-active-negative-matrix","flip_out","that_S","active","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"flip_out-that_S-active-positive-conditional","flip_out","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"flip_out-that_S-active-positive-matrix","flip_out","that_S","active","positive","matrix",1,0,0,0,9
"flip_out-that_S-passive-negative-conditional","flip_out","that_S","passive","negative","conditional",0.5,0.15,0.1,0.235702260395516,10
"flip_out-that_S-passive-negative-matrix","flip_out","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"flip_out-that_S-passive-positive-conditional","flip_out","that_S","passive","positive","conditional",1,0,0,0,10
"flip_out-that_S-passive-positive-matrix","flip_out","that_S","passive","positive","matrix",0.9,0.2,0.1,0.316227766016838,10
"floor-that_S-passive-negative-conditional","floor","that_S","passive","negative","conditional",0.8,0.25,0.2,0.349602949390051,10
"floor-that_S-passive-negative-matrix","floor","that_S","passive","negative","matrix",1,0,0,0,10
"floor-that_S-passive-positive-conditional","floor","that_S","passive","positive","conditional",1,0,0,0,10
"floor-that_S-passive-positive-matrix","floor","that_S","passive","positive","matrix",1,0,0,0,10
"fluster-that_S-passive-negative-conditional","fluster","that_S","passive","negative","conditional",0.75,0.25,0.2,0.424918292799399,10
"fluster-that_S-passive-negative-matrix","fluster","that_S","passive","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"fluster-that_S-passive-positive-conditional","fluster","that_S","passive","positive","conditional",1,0,0,0,10
"fluster-that_S-passive-positive-matrix","fluster","that_S","passive","positive","matrix",1,0,0,0,10
"fool-that_S-passive-negative-conditional","fool","that_S","passive","negative","conditional",0.45,0.25,0.25,0.437797517885457,10
"fool-that_S-passive-negative-matrix","fool","that_S","passive","negative","matrix",0.3,0.20125,0.25,0.421637021355784,10
"fool-that_S-passive-positive-conditional","fool","that_S","passive","positive","conditional",0.35,0.25,0.25,0.474341649025257,10
"fool-that_S-passive-positive-matrix","fool","that_S","passive","positive","matrix",0.222222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"forecast-that_S-active-negative-conditional","forecast","that_S","active","negative","conditional",0.55,0.15,0.15,0.283823106098773,10
"forecast-that_S-active-negative-matrix","forecast","that_S","active","negative","matrix",0.555555555555556,0.222222222222222,0.222222222222222,0.390867979985286,9
"forecast-that_S-active-positive-conditional","forecast","that_S","active","positive","conditional",0.5,0,0,0,10
"forecast-that_S-active-positive-matrix","forecast","that_S","active","positive","matrix",0.5,0.15,0.15,0.235702260395516,10
"foresee-that_S-active-negative-conditional","foresee","that_S","active","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"foresee-that_S-active-negative-matrix","foresee","that_S","active","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"foresee-that_S-active-positive-conditional","foresee","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"foresee-that_S-active-positive-matrix","foresee","that_S","active","positive","matrix",0.65,0.15,0.15,0.241522945769824,10
"foretell-that_S-active-negative-conditional","foretell","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"foretell-that_S-active-negative-matrix","foretell","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"foretell-that_S-active-positive-conditional","foretell","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"foretell-that_S-active-positive-matrix","foretell","that_S","active","positive","matrix",0.6,0.1,0.15,0.210818510677892,10
"foretell-that_S-passive-negative-conditional","foretell","that_S","passive","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
"foretell-that_S-passive-negative-matrix","foretell","that_S","passive","negative","matrix",0.65,0.25,0.25,0.411636301174282,10
"foretell-that_S-passive-positive-conditional","foretell","that_S","passive","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"foretell-that_S-passive-positive-matrix","foretell","that_S","passive","positive","matrix",0.7,0.15,0.15,0.258198889747161,10
"forget-that_S-active-negative-conditional","forget","that_S","active","negative","conditional",1,0,0,0,10
"forget-that_S-active-negative-matrix","forget","that_S","active","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
