"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"1421",64,7408,"M","F","Olivia sleeps until noon","be_annoyed","4","NonProj",0.95,18,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1422",64,5778,"M","F","Isabella ate a steak on Sunday","say","7","C",0.5,19,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1423",64,3960,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.03,20,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1424",64,7666,"M","M","Emily bought a car yesterday","admit","8","C",0.97,21,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1425",64,9574,"M","F","Grace visited her sister","confirm","9","C",0.78,22,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1426",64,17286,"M","M","Josie went on vacation to France","think","2","NonProj",0.5,23,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1427",64,10740,"M","F","Emma studied on Saturday morning","discover","3","NonProj",0.96,24,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1428",64,17698,"M","M","Mia drank 2 cocktails last night","confess","6","C",0.85,25,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1429",64,9587,"F","F","Jackson ran 10 miles","know","13","NonProj",0.95,26,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1430",64,9410,"M","F","Mary is pregnant","pretend","1","NonProj",0.04,27,29,"English","Yes","y","f","I think the compensation is fair.",6.6046
"1431",65,12427,"M","M","Emma studied on Saturday morning","know","3","NonProj",0.9,2,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1432",65,6215,"F","F","Jackson ran 10 miles","announce","13","C",0.73,3,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1433",65,4753,"F","F","Frank got a cat","see","12","NonProj",1,4,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1434",65,4863,NA,"M","Madison had a baby","MC","control5","control",0,5,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1435",65,5544,"M","F","Josie went on vacation to France","discover","2","NonProj",0.82,6,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1436",65,6824,"F","F","Charley speaks Spanish","confirm","20","C",0.21,7,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1437",65,7184,"M","F","Grace visited her sister","establish","9","NonProj",0,8,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1438",65,5287,"M","M","Zoe calculated the tip","be_annoyed","10","NonProj",1,9,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1439",65,6992,"F","F","Josh learned to ride a bike yesterday","inform","16","C",0.9,10,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1440",65,3958,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0,11,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1441",65,10409,"F","M","Jayden rented a car","demonstrate","14","C",0.68,12,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1442",65,48126,"F","F","Julian dances salsa","be_right","18","C",0,13,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1443",65,4362,"F","M","Tony had a drink last night","prove","15","C",0.28,14,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1444",65,2456,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0,15,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1445",65,6038,"M","M","Mary is pregnant","say","1","C",0.16,16,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1446",65,4768,"M","F","Mia drank 2 cocktails last night","acknowledge","6","C",0.93,17,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1447",65,3553,NA,"M","Vanessa is good at math","MC","control4","control",0,18,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1448",65,3623,NA,"F","Todd played football in high school","MC","control3","control",0,19,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1449",65,33648,"M","F","Sophia got a tattoo","admit","5","C",0.88,20,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1450",65,4951,"F","M","Owen shoveled snow last winter","think","17","NonProj",0.16,21,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1451",65,5879,"M","F","Olivia sleeps until noon","confess","4","C",0.92,22,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1452",65,4121,"M","M","Isabella ate a steak on Sunday","suggest","7","C",0.1,23,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1453",65,7928,"M","F","Emily bought a car yesterday","pretend","8","NonProj",0,24,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1454",65,7351,"F","F","Danny ate the last cupcake","hear","11","C",0.91,25,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1455",65,3434,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0,26,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1456",65,6054,"F","M","Jon walks to work","reveal","19","NonProj",0.91,27,43,"English","Yes","y","m","Thanks for the fun HIT!  The pay is fair.",5.243333333
"1457",66,12730,"M","F","Isabella ate a steak on Sunday","say","7","C",0.02,2,65,"English","Yes","y","f","",4.535266667
"1458",66,14342,"F","M","Owen shoveled snow last winter","think","17","NonProj",0.02,3,65,"English","Yes","y","f","",4.535266667
"1459",66,10902,"F","M","Tony had a drink last night","establish","15","NonProj",1,4,65,"English","Yes","y","f","",4.535266667
"1460",66,9654,"F","F","Josh learned to ride a bike yesterday","acknowledge","16","C",0.98,5,65,"English","Yes","y","f","",4.535266667
"1461",66,9340,"M","M","Olivia sleeps until noon","prove","4","C",0.01,6,65,"English","Yes","y","f","",4.535266667
"1462",66,14894,"M","F","Emily bought a car yesterday","pretend","8","NonProj",0.01,7,65,"English","Yes","y","f","",4.535266667
"1463",66,8830,"M","M","Zoe calculated the tip","admit","10","C",0.98,8,65,"English","Yes","y","f","",4.535266667
"1464",66,6870,"M","M","Mia drank 2 cocktails last night","confess","6","C",0.98,9,65,"English","Yes","y","f","",4.535266667
"1465",66,7880,"M","M","Emma studied on Saturday morning","confirm","3","C",0.02,10,65,"English","Yes","y","f","",4.535266667
"1466",66,6048,NA,"F","Madison had a baby","MC","control5","control",0.02,11,65,"English","Yes","y","f","",4.535266667
"1467",66,8026,"F","M","Danny ate the last cupcake","inform","11","C",0.98,12,65,"English","Yes","y","f","",4.535266667
"1468",66,4252,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.02,13,65,"English","Yes","y","f","",4.535266667
"1469",66,6576,"M","F","Mary is pregnant","discover","1","NonProj",0.99,14,65,"English","Yes","y","f","",4.535266667
"1470",66,8392,"M","F","Josie went on vacation to France","demonstrate","2","C",0.98,15,65,"English","Yes","y","f","",4.535266667
"1471",66,8824,"F","F","Jayden rented a car","be_right","14","C",0.03,16,65,"English","Yes","y","f","",4.535266667
"1472",66,4430,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.03,17,65,"English","Yes","y","f","",4.535266667
"1473",66,5846,"M","M","Sophia got a tattoo","see","5","NonProj",0.97,18,65,"English","Yes","y","f","",4.535266667
"1474",66,5662,"F","M","Jackson ran 10 miles","know","13","NonProj",0.98,19,65,"English","Yes","y","f","",4.535266667
"1475",66,4546,NA,"M","Vanessa is good at math","MC","control4","control",0.02,20,65,"English","Yes","y","f","",4.535266667
"1476",66,7214,"F","F","Charley speaks Spanish","announce","20","C",0.97,21,65,"English","Yes","y","f","",4.535266667
"1477",66,5264,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.02,22,65,"English","Yes","y","f","",4.535266667
"1478",66,5302,"F","M","Frank got a cat","hear","12","C",1,23,65,"English","Yes","y","f","",4.535266667
"1479",66,4424,NA,"F","Todd played football in high school","MC","control3","control",0.02,24,65,"English","Yes","y","f","",4.535266667
"1480",66,6608,"M","F","Grace visited her sister","reveal","9","NonProj",1,25,65,"English","Yes","y","f","",4.535266667
"1481",66,8990,"F","M","Julian dances salsa","be_annoyed","18","NonProj",0.99,26,65,"English","Yes","y","f","",4.535266667
"1482",66,8038,"F","F","Jon walks to work","suggest","19","C",0.02,27,65,"English","Yes","y","f","",4.535266667
"1483",67,17077,"M","F","Zoe calculated the tip","establish","10","NonProj",0.02,2,37,"english, italian","Yes","y","m","",4.855216667
"1484",67,8440,NA,"F","Vanessa is good at math","MC","control4","control",0.05,3,37,"english, italian","Yes","y","m","",4.855216667
"1485",67,16937,"F","M","Charley speaks Spanish","demonstrate","20","C",0.01,4,37,"english, italian","Yes","y","m","",4.855216667
"1486",67,7311,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.06,5,37,"english, italian","Yes","y","m","",4.855216667
"1487",67,11969,"F","M","Julian dances salsa","be_right","18","C",0.4,6,37,"english, italian","Yes","y","m","",4.855216667
"1488",67,15608,"F","F","Jon walks to work","confirm","19","C",0.04,7,37,"english, italian","Yes","y","m","",4.855216667
"1489",67,9856,"M","F","Josie went on vacation to France","hear","2","C",0.87,8,37,"english, italian","Yes","y","m","",4.855216667
"1490",67,17480,"F","F","Frank got a cat","confess","12","C",0.94,9,37,"english, italian","Yes","y","m","",4.855216667
"1491",67,9104,"F","F","Josh learned to ride a bike yesterday","discover","16","NonProj",1,10,37,"english, italian","Yes","y","m","",4.855216667
"1492",67,5280,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.06,11,37,"english, italian","Yes","y","m","",4.855216667
"1493",67,6049,"M","F","Olivia sleeps until noon","be_annoyed","4","NonProj",0.94,12,37,"english, italian","Yes","y","m","",4.855216667
"1494",67,6504,"M","M","Mary is pregnant","say","1","C",0.08,13,37,"english, italian","Yes","y","m","",4.855216667
"1495",67,9023,"F","M","Tony had a drink last night","acknowledge","15","C",0.93,14,37,"english, italian","Yes","y","m","",4.855216667
"1496",67,3920,NA,"F","Madison had a baby","MC","control5","control",0.05,15,37,"english, italian","Yes","y","m","",4.855216667
"1497",67,5543,"F","M","Jayden rented a car","reveal","14","NonProj",0.94,16,37,"english, italian","Yes","y","m","",4.855216667
"1498",67,7953,"F","M","Owen shoveled snow last winter","admit","17","C",0.93,17,37,"english, italian","Yes","y","m","",4.855216667
"1499",67,10416,"F","F","Jackson ran 10 miles","pretend","13","NonProj",0.07,18,37,"english, italian","Yes","y","m","",4.855216667
"1500",67,4007,NA,"F","Todd played football in high school","MC","control3","control",0.06,19,37,"english, italian","Yes","y","m","",4.855216667
"1501",67,6512,"M","F","Sophia got a tattoo","prove","5","C",0.08,20,37,"english, italian","Yes","y","m","",4.855216667
"1502",67,5552,"M","M","Mia drank 2 cocktails last night","think","6","NonProj",0.07,21,37,"english, italian","Yes","y","m","",4.855216667
"1503",67,16576,"M","F","Emily bought a car yesterday","inform","8","C",0.92,22,37,"english, italian","Yes","y","m","",4.855216667
"1504",67,6915,"M","F","Emma studied on Saturday morning","see","3","NonProj",0.96,23,37,"english, italian","Yes","y","m","",4.855216667
"1505",67,3750,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.03,24,37,"english, italian","Yes","y","m","",4.855216667
"1506",67,9887,"M","M","Isabella ate a steak on Sunday","know","7","NonProj",0.93,25,37,"english, italian","Yes","y","m","",4.855216667
"1507",67,4976,"M","M","Grace visited her sister","announce","9","C",0.06,26,37,"english, italian","Yes","y","m","",4.855216667
"1508",67,7713,"F","M","Danny ate the last cupcake","suggest","11","C",0.04,27,37,"english, italian","Yes","y","m","",4.855216667
"1509",68,6946,"M","F","Mia drank 2 cocktails last night","confirm","6","C",0.09,2,31,"English","Yes","y","m","",10.68443333
"1510",68,7576,"M","M","Emily bought a car yesterday","establish","8","NonProj",0.07,3,31,"English","Yes","y","m","",10.68443333
"1511",68,9990,"F","M","Tony had a drink last night","pretend","15","NonProj",0.12,4,31,"English","Yes","y","m","",10.68443333
"1512",68,5366,"M","F","Emma studied on Saturday morning","demonstrate","3","C",0.05,5,31,"English","Yes","y","m","",10.68443333
"1513",68,11950,"F","M","Julian dances salsa","say","18","C",0.15,6,31,"English","Yes","y","m","",10.68443333
"1514",68,6800,NA,"M","Todd played football in high school","MC","control3","control",0,7,31,"English","Yes","y","m","",10.68443333
"1515",68,3430,"F","F","Jayden rented a car","know","14","NonProj",1,8,31,"English","Yes","y","m","",10.68443333
"1516",68,5030,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.06,9,31,"English","Yes","y","m","",10.68443333
"1517",68,4620,"F","F","Danny ate the last cupcake","admit","11","C",0.59,10,31,"English","Yes","y","m","",10.68443333
"1518",68,3938,NA,"F","Madison had a baby","MC","control5","control",0.23,11,31,"English","Yes","y","m","",10.68443333
"1519",68,3180,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.04,12,31,"English","Yes","y","m","",10.68443333
"1520",68,11272,"F","F","Jackson ran 10 miles","be_right","13","C",0.09,13,31,"English","Yes","y","m","",10.68443333
"1521",68,4968,"M","M","Josie went on vacation to France","see","2","NonProj",0.64,14,31,"English","Yes","y","m","",10.68443333
"1522",68,3640,"M","M","Mary is pregnant","hear","1","C",0.81,15,31,"English","Yes","y","m","",10.68443333
"1523",68,5022,"F","M","Owen shoveled snow last winter","be_annoyed","17","NonProj",0.86,16,31,"English","Yes","y","m","",10.68443333
"1524",68,4336,NA,"M","Vanessa is good at math","MC","control4","control",0.08,17,31,"English","Yes","y","m","",10.68443333
"1525",68,4342,"M","F","Olivia sleeps until noon","reveal","4","NonProj",0.78,18,31,"English","Yes","y","m","",10.68443333
"1526",68,5368,"M","M","Isabella ate a steak on Sunday","discover","7","NonProj",0.98,19,31,"English","Yes","y","m","",10.68443333
"1527",68,3892,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.07,20,31,"English","Yes","y","m","",10.68443333
"1528",68,5170,"M","F","Sophia got a tattoo","confess","5","C",0.73,21,31,"English","Yes","y","m","",10.68443333
"1529",68,33806,"M","M","Grace visited her sister","inform","9","C",0.99,22,31,"English","Yes","y","m","",10.68443333
"1530",68,6960,"F","F","Charley speaks Spanish","think","20","NonProj",0.08,23,31,"English","Yes","y","m","",10.68443333
"1531",68,4580,"M","M","Zoe calculated the tip","suggest","10","C",0.6,24,31,"English","Yes","y","m","",10.68443333
"1532",68,6574,"F","M","Jon walks to work","announce","19","C",0.86,25,31,"English","Yes","y","m","",10.68443333
"1533",68,4568,"F","M","Frank got a cat","prove","12","C",0.41,26,31,"English","Yes","y","m","",10.68443333
"1534",68,3928,"F","F","Josh learned to ride a bike yesterday","acknowledge","16","C",0.65,27,31,"English","Yes","y","m","",10.68443333
